tweet_id,user_id,user_screen_name,full_text,created_at,retweet_count,favorite_count,retweeted,favorited,possibly_sensitive,truncated,in_reply_to_screen_name,in_reply_to_status_id_str,in_reply_to_user_id_str,is_quote_status,quoted_status_id_str,quoted_user_id_str,retweeted_status_id_str,retweeted_user_id_str,media,hashtags,lang,place,root_node,keyword,crawled_date,crawled_time
1377093675155550213,1260047716521918464,PharmaMnemonics,THANKS TO OUR MODERN HEROES 🥺❤️ https://t.co/BzB1mWGrxK,Wed Mar 31 03:01:31 +0000 2021,0,6,False,False,False,False,,,,True,1.3770855834622648e+18,2218026914.0,,,,False,en,,1377085583462264834,covid,2021-03-31,18:15:57
1374758488727953414,3136142191,rooowbro,"ph government will continue sucking and we'll definitely land a 6,969 eventually https://t.co/ubalUL5jDF",Wed Mar 24 16:22:20 +0000 2021,0,0,False,False,False,False,,,,True,1.3747379851748352e+18,2218026914.0,,,,False,en,,1374737985174835205,covid,2021-03-25,14:05:38
1374738618778931204,2596442762,jirehlabial,ILLUMINATI CONFIRMED https://t.co/xql7wNf26S,Wed Mar 24 15:03:22 +0000 2021,0,1,False,False,False,False,,,,True,1.3747379851748352e+18,2218026914.0,,,,False,fr,,1374737985174835205,covid,2021-03-25,16:05:40
1374709780233777152,1109177978360135686,ImeldaDario,"RT @urmyflashlight: the special message from ALDEN EndTBambassador is scheduled at 450pm today. Register na and be educated about TB.

#ALDENRichards https://t.co/Vsip7PUzEG https://t.co/PZ0O2qXRbL",Wed Mar 24 13:08:47 +0000 2021,27,0,False,False,,False,,,,True,1.374263419822506e+18,2218026914.0,1.37459604513758e+18,3708865214.0,,False,en,,1374263386054168577,tb,2021-03-25,20:35:20
1374699987083304965,1321226052723560448,jessie07aliyah,"RT @urmyflashlight: the special message from ALDEN EndTBambassador is scheduled at 450pm today. Register na and be educated about TB.

#ALDENRichards https://t.co/Vsip7PUzEG https://t.co/PZ0O2qXRbL",Wed Mar 24 12:29:52 +0000 2021,27,0,False,False,,False,,,,True,1.374263419822506e+18,2218026914.0,1.37459604513758e+18,3708865214.0,,False,en,,1374263386054168577,tb,2021-03-25,11:35:13
1374636117501341698,1077670902085636097,PhenomenalALDEN,"RT @urmyflashlight: the special message from ALDEN EndTBambassador is scheduled at 450pm today. Register na and be educated about TB.

#ALDENRichards https://t.co/Vsip7PUzEG https://t.co/PZ0O2qXRbL",Wed Mar 24 08:16:04 +0000 2021,25,0,False,False,,False,,,,True,1.374263419822506e+18,2218026914.0,1.37459604513758e+18,3708865214.0,,False,en,,1374263386054168577,tb,2021-03-24,16:35:21
1374621104296263681,1277673577441984513,pamusi16,"RT @urmyflashlight: You can register here👇

ALDEN EndTBambassador 
#ALDENRichards https://t.co/Vsip7PUzEG",Wed Mar 24 07:16:25 +0000 2021,36,0,False,False,False,False,,,,True,1.374263419822506e+18,2218026914.0,1.3745120387271844e+18,3708865214.0,,True,en,,1374263386054168577,tb,2021-03-24,22:05:28
1374620275782774788,1277673577441984513,pamusi16,"RT @urmyflashlight: the special message from ALDEN EndTBambassador is scheduled at 450pm today. Register na and be educated about TB.

#ALDENRichards https://t.co/Vsip7PUzEG https://t.co/PZ0O2qXRbL",Wed Mar 24 07:13:07 +0000 2021,24,0,False,False,,False,,,,True,1.374263419822506e+18,2218026914.0,1.37459604513758e+18,3708865214.0,,False,en,,1374263386054168577,tb,2021-03-24,15:35:20
1374618117519806464,805310098415288320,len_cadbury2000,"RT @urmyflashlight: the special message from ALDEN EndTBambassador is scheduled at 450pm today. Register na and be educated about TB.

#ALDENRichards https://t.co/Vsip7PUzEG https://t.co/PZ0O2qXRbL",Wed Mar 24 07:04:33 +0000 2021,27,0,False,False,,False,,,,True,1.374263419822506e+18,2218026914.0,1.37459604513758e+18,3708865214.0,,False,en,,1374263386054168577,tb,2021-03-25,17:05:15
1374609132293005313,721242980070207489,gigiguinez,"RT @urmyflashlight: the special message from ALDEN EndTBambassador is scheduled at 450pm today. Register na and be educated about TB.

#ALDENRichards https://t.co/Vsip7PUzEG https://t.co/PZ0O2qXRbL",Wed Mar 24 06:28:50 +0000 2021,27,0,False,False,,False,,,,True,1.374263419822506e+18,2218026914.0,1.37459604513758e+18,3708865214.0,,False,en,,1374263386054168577,tb,2021-03-25,16:35:15
